Timestamp,Day of Year,Plot,Alfalfa variety,Plant height (cm),Total Solar Radiation (kW-hr/m2),Irrig. Treatment (%),Average Air Temperature (Deg C),Ave. SWD (%),Growth stage,Relative Humidity (%),Total Precipitation (mm),Irrig. amount (in),Leaf Area Index (LAI),Fall Dormancy*,Winterhardiness**,Average Wind Speed (m/s),Dry yield (ton/ha),experiment_info,location,year
2021-08-22,234.0,P9,Ladak II,,6.02,100.0,20.2,0.0,,34.0,0.0,,,2.0,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P17,Ladak II,,6.02,100.0,20.2,0.0,,34.0,0.0,,,2.0,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P8,Stratica,,6.02,100.0,20.2,16.88,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P10,Stratica,,6.02,100.0,20.2,16.88,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P18,Stratica,,6.02,100.0,20.2,16.88,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P3,Ladak II,,6.02,80.0,20.2,35.54,,34.0,0.0,,,2.0,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P5,Ladak II,,6.02,80.0,20.2,35.54,,34.0,0.0,,,2.0,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P13,Ladak II,,6.02,80.0,20.2,35.54,,34.0,0.0,,,2.0,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P2,Stratica,,6.02,60.0,20.2,31.96,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P12,Stratica,,6.02,60.0,20.2,31.96,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-22,234.0,P16,Stratica,,6.02,60.0,20.2,31.96,,34.0,0.0,,,4.3,2.0,1.25,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P1,Ladak II,,4.887,60.0,20.7,5.76,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P11,Ladak II,,4.887,60.0,20.7,5.76,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P15,Ladak II,,4.887,60.0,20.7,5.76,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P4,Stratica,,4.887,80.0,20.7,17.46,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P6,Stratica,,4.887,80.0,20.7,17.46,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P14,Stratica,,4.887,80.0,20.7,17.46,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P7,Ladak II,,4.887,100.0,20.7,0.0,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P9,Ladak II,,4.887,100.0,20.7,0.0,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P17,Ladak II,,4.887,100.0,20.7,0.0,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P8,Stratica,,4.887,100.0,20.7,17.14,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P10,Stratica,,4.887,100.0,20.7,17.14,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P18,Stratica,,4.887,100.0,20.7,17.14,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P3,Ladak II,,4.887,80.0,20.7,35.86,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P5,Ladak II,,4.887,80.0,20.7,35.86,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P13,Ladak II,,4.887,80.0,20.7,35.86,,36.0,0.0,,,2.0,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P2,Stratica,,4.887,60.0,20.7,32.56,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P12,Stratica,,4.887,60.0,20.7,32.56,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-23,235.0,P16,Stratica,,4.887,60.0,20.7,32.56,,36.0,0.0,,,4.3,2.0,1.52,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P1,Ladak II,,4.914,60.0,20.6,6.36,,34.0,0.0,0.5,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P2,Stratica,,4.914,60.0,20.6,32.56,,34.0,0.0,0.5,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P3,Ladak II,,4.914,80.0,20.6,36.43,,34.0,0.0,1.0,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P4,Stratica,,4.914,80.0,20.6,22.83,,34.0,0.0,1.0,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P5,Ladak II,,4.914,80.0,20.6,36.43,,34.0,0.0,1.0,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P6,Stratica,,4.914,80.0,20.6,22.83,,34.0,0.0,1.0,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P7,Ladak II,,4.914,100.0,20.6,0.0,,34.0,0.0,1.6,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P8,Stratica,,4.914,100.0,20.6,18.21,,34.0,0.0,1.6,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P9,Ladak II,,4.914,100.0,20.6,0.0,,34.0,0.0,1.6,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P10,Stratica,,4.914,100.0,20.6,18.21,,34.0,0.0,1.6,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P11,Ladak II,,4.914,60.0,20.6,6.36,,34.0,0.0,0.6,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P12,Stratica,,4.914,60.0,20.6,32.56,,34.0,0.0,0.6,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P13,Ladak II,,4.914,80.0,20.6,36.43,,34.0,0.0,1.0,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P14,Stratica,,4.914,80.0,20.6,22.83,,34.0,0.0,1.0,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P15,Ladak II,,4.914,60.0,20.6,6.36,,34.0,0.0,0.5,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P16,Stratica,,4.914,60.0,20.6,32.56,,34.0,0.0,0.5,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P17,Ladak II,,4.914,100.0,20.6,0.0,,34.0,0.0,1.6,,2.0,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-24,236.0,P18,Stratica,,4.914,100.0,20.6,18.21,,34.0,0.0,1.6,,4.3,2.0,1.3,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P1,Ladak II,,6.132,60.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P11,Ladak II,,6.132,60.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P15,Ladak II,,6.132,60.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P4,Stratica,,6.132,80.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P6,Stratica,,6.132,80.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P14,Stratica,,6.132,80.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P7,Ladak II,,6.132,100.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P9,Ladak II,,6.132,100.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P17,Ladak II,,6.132,100.0,20.4,0.0,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P8,Stratica,,6.132,100.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P10,Stratica,,6.132,100.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P18,Stratica,,6.132,100.0,20.4,0.0,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P3,Ladak II,,6.132,80.0,20.4,36.07,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P5,Ladak II,,6.132,80.0,20.4,36.07,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P13,Ladak II,,6.132,80.0,20.4,36.07,,33.0,0.0,,,2.0,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P2,Stratica,,6.132,60.0,20.4,27.02,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P12,Stratica,,6.132,60.0,20.4,27.02,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-25,237.0,P16,Stratica,,6.132,60.0,20.4,27.02,,33.0,0.0,,,4.3,2.0,1.81,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P1,Ladak II,,6.639,60.0,20.5,0.0,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P11,Ladak II,,6.639,60.0,20.5,0.0,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P15,Ladak II,,6.639,60.0,20.5,0.0,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P8,Stratica,,6.639,100.0,20.5,0.0,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P10,Stratica,,6.639,100.0,20.5,0.0,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P18,Stratica,,6.639,100.0,20.5,0.0,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P3,Ladak II,,6.639,80.0,20.5,35.8,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P5,Ladak II,,6.639,80.0,20.5,35.8,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P13,Ladak II,,6.639,80.0,20.5,35.8,,25.0,0.0,,,2.0,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P2,Stratica,,6.639,60.0,20.5,26.37,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P12,Stratica,,6.639,60.0,20.5,26.37,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-26,238.0,P16,Stratica,,6.639,60.0,20.5,26.37,,25.0,0.0,,,4.3,2.0,0.76,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P1,Ladak II,3.399999999999999,6.106,60.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P11,Ladak II,12.88333333333333,6.106,60.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P15,Ladak II,11.55,6.106,60.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P4,Stratica,19.15,6.106,80.0,20.9,0.0,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P6,Stratica,16.28333333333333,6.106,80.0,20.9,0.0,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P14,Stratica,19.83333333333334,6.106,80.0,20.9,0.0,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P7,Ladak II,15.15,6.106,100.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P9,Ladak II,15.2,6.106,100.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P17,Ladak II,14.03333333333333,6.106,100.0,20.9,0.0,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P8,Stratica,19.73333333333333,6.106,100.0,20.9,3.48,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P10,Stratica,19.85,6.106,100.0,20.9,3.48,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P18,Stratica,19.25,6.106,100.0,20.9,3.48,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P3,Ladak II,12.81666666666667,6.106,80.0,20.9,36.28,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P5,Ladak II,11.6,6.106,80.0,20.9,36.28,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P13,Ladak II,12.51666666666667,6.106,80.0,20.9,36.28,,30.0,0.0,,,2.0,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P2,Stratica,13.58333333333333,6.106,60.0,20.9,26.31,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P12,Stratica,14.68333333333333,6.106,60.0,20.9,26.31,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-27,239.0,P16,Stratica,15.28333333333333,6.106,60.0,20.9,26.31,,30.0,0.0,,,4.3,2.0,0.89,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P1,Ladak II,,6.676,60.0,22.0,3.03,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P11,Ladak II,,6.676,60.0,22.0,3.03,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P15,Ladak II,,6.676,60.0,22.0,3.03,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P4,Stratica,,6.676,80.0,22.0,0.0,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P6,Stratica,,6.676,80.0,22.0,0.0,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P14,Stratica,,6.676,80.0,22.0,0.0,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P7,Ladak II,,6.676,100.0,22.0,0.0,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P9,Ladak II,,6.676,100.0,22.0,0.0,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P17,Ladak II,,6.676,100.0,22.0,0.0,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P8,Stratica,,6.676,100.0,22.0,6.96,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P10,Stratica,,6.676,100.0,22.0,6.96,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P18,Stratica,,6.676,100.0,22.0,6.96,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P3,Ladak II,,6.676,80.0,22.0,36.37,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P5,Ladak II,,6.676,80.0,22.0,36.37,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P13,Ladak II,,6.676,80.0,22.0,36.37,,28.0,0.0,,,2.0,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P2,Stratica,,6.676,60.0,22.0,27.38,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P12,Stratica,,6.676,60.0,22.0,27.38,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-28,240.0,P16,Stratica,,6.676,60.0,22.0,27.38,,28.0,0.0,,,4.3,2.0,0.66,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P1,Ladak II,,6.88,60.0,24.0,6.06,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P11,Ladak II,,6.88,60.0,24.0,6.06,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P15,Ladak II,,6.88,60.0,24.0,6.06,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P4,Stratica,,6.88,80.0,24.0,4.09,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P6,Stratica,,6.88,80.0,24.0,4.09,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P14,Stratica,,6.88,80.0,24.0,4.09,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P7,Ladak II,,6.88,100.0,24.0,0.0,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P9,Ladak II,,6.88,100.0,24.0,0.0,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P17,Ladak II,,6.88,100.0,24.0,0.0,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P8,Stratica,,6.88,100.0,24.0,12.05,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P10,Stratica,,6.88,100.0,24.0,12.05,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P18,Stratica,,6.88,100.0,24.0,12.05,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P3,Ladak II,,6.88,80.0,24.0,36.55,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P5,Ladak II,,6.88,80.0,24.0,36.55,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P13,Ladak II,,6.88,80.0,24.0,36.55,,23.0,0.0,,,2.0,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P2,Stratica,,6.88,60.0,24.0,27.59,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P12,Stratica,,6.88,60.0,24.0,27.59,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-29,241.0,P16,Stratica,,6.88,60.0,24.0,27.59,,23.0,0.0,,,4.3,2.0,1.51,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P1,Ladak II,,7.174,60.0,23.9,8.18,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P11,Ladak II,,7.174,60.0,23.9,8.18,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P15,Ladak II,,7.174,60.0,23.9,8.18,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P4,Stratica,,7.174,80.0,23.9,15.01,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P6,Stratica,,7.174,80.0,23.9,15.01,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P14,Stratica,,7.174,80.0,23.9,15.01,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P7,Ladak II,,7.174,100.0,23.9,0.0,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P9,Ladak II,,7.174,100.0,23.9,0.0,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P17,Ladak II,,7.174,100.0,23.9,0.0,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P8,Stratica,,7.174,100.0,23.9,18.48,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P10,Stratica,,7.174,100.0,23.9,18.48,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P18,Stratica,,7.174,100.0,23.9,18.48,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P3,Ladak II,,7.174,80.0,23.9,36.9,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P5,Ladak II,,7.174,80.0,23.9,36.9,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P13,Ladak II,,7.174,80.0,23.9,36.9,,21.0,0.0,,,2.0,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P2,Stratica,,7.174,60.0,23.9,30.09,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P12,Stratica,,7.174,60.0,23.9,30.09,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-30,242.0,P16,Stratica,,7.174,60.0,23.9,30.09,,21.0,0.0,,,4.3,2.0,2.05,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-31,243.0,P1,Ladak II,,7.066,60.0,23.0,10.3,,21.0,0.0,1.2,,2.0,2.0,2.46,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-31,243.0,P2,Stratica,,7.066,60.0,23.0,37.18,,21.0,0.0,1.2,,4.3,2.0,2.46,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-31,243.0,P3,Ladak II,,7.066,80.0,23.0,37.11,,21.0,0.0,1.6,,2.0,2.0,2.46,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-31,243.0,P4,Stratica,,7.066,80.0,23.0,26.2,,21.0,0.0,1.6,,4.3,2.0,2.46,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
2021-08-31,243.0,P5,Ladak II,,7.066,80.0,23.0,37.11,,21.0,0.0,1.6,,2.0,2.0,2.46,,RenoDripIrrigation_2021,RenoDripIrrigation,2021
